,name,platform,r_date,score,user score,developer,genre,players,critics,users,SMA_year
5686,Mario Kart Wii,Wii,2008-04-27,82,8.4,Nintendo,"Driving,Racing,Arcade,Kart,Kart,Automobile",Up to 12 ,73,1051,7.915384615384616
5708,Final Fantasy Crystal Chronicles: My Life as a King,Wii,2008-05-12,80,7.0,SquareEnix,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,23,34,7.6625
5721,UEFA EURO 2008,Xbox360,2008-05-19,80,8.4,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 8 ,45,20,7.178378378378379
5722,UEFA EURO 2008,PlayStation2,2008-05-19,77,4.7,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,8,10,7.113157894736842
5723,Wii Fit,Wii,2008-05-19,80,7.7,Nintendo,"Sports,Miscellaneous,General,Exercise / Fitness",1 Player,63,160,7.8538461538461535
5725,UEFA EURO 2008,PlayStation3,2008-05-19,79,7.3,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 14 ,29,7,7.117948717948718
5726,UEFA EURO 2008,PSP,2008-05-19,68,7.2,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2 ,7,5,7.12
5738,Lost Planet: Extreme Condition Colonies Edition,PC,2008-05-27,70,7.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,7,46,8.133333333333335
5739,Lost Planet: Extreme Condition Colonies Edition,Xbox360,2008-05-27,78,8.1,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,23,23,8.131818181818183
5746,GRID,Xbox360,2008-06-03,87,7.8,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 12 ,62,139,7.783333333333332
5757,GRID (2008),PC,2008-06-03,87,7.9,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",12  Online,25,567,7.799999999999999
5758,GRID,PlayStation3,2008-06-03,87,8.0,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 12 ,39,125,7.824999999999999
5819,Mega Man Star Force 2: Zerker x Ninja,DS,2008-06-24,55,8.5,Capcom,"Role-Playing,Action RPG,Action RPG",1-6 ,14,62,8.095
5820,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2008-06-24,80,8.8,SquareEnix,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",2 ,47,227,7.788888888888888
5828,Mega Man Star Force 2: Zerker x Saurian,DS,2008-06-24,55,8.6,Capcom,"Role-Playing,Action RPG,Action RPG",1-6 ,13,58,8.119047619047619
5857,Devil May Cry 4,PC,2008-07-08,78,8.5,Capcom,"Action,Action Adventure,Fantasy,Beat-'Em-Up,General,Fantasy,Linear",No Online Multiplayer,21,565,8.136363636363637
5880,MLB Power Pros 2008,Wii,2008-07-29,79,8.8,Konami,"Sports,Traditional,Team,Baseball,Arcade,Arcade",No info,16,25,7.662499999999999
5888,MLB Power Pros 2008,PlayStation2,2008-07-29,67,8.5,Konami,"Sports,Traditional,Baseball,Arcade",1-2 ,9,8,7.695999999999999
5900,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,PC,2008-08-11,73,7.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,29,16,7.146666666666666
5901,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Wii,2008-08-11,76,7.9,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,24,18,7.19375
5953,FaceBreaker,PlayStation3,2008-09-03,53,3.7,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",2  Online,37,21,7.036585365853658
5956,FaceBreaker,Xbox360,2008-09-05,54,6.5,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",2  Online,57,23,7.023809523809524
5969,NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,41,63,7.053488372093024
5970,NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,25,42,7.070454545454546
5975,Dance Dance Revolution: Hottest Party 2,Wii,2008-09-12,69,6.8,Konami,"Action,Miscellaneous,Rhythm,Dancing,Dancing",1-4 ,8,6,7.661538461538461
5977,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,Wii,2008-09-15,82,7.9,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,16,9,7.235294117647059
5978,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,PC,2008-09-15,81,7.2,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,22,15,7.2333333333333325
6040,Art Style: ORBIENT,Wii,2008-09-29,82,8.2,Nintendo,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player,11,12,7.907692307692307
6062,NBA Live 09,PlayStation3,2008-10-07,75,7.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 ,32,15,7.079069767441862
6067,NBA Live 09,Xbox360,2008-10-07,77,7.5,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 ,32,15,7.088636363636365
6069,NBA Live 09 All-Play,Wii,2008-10-07,51,5.9,EASports,"Sports,Traditional,Team,Basketball,Sim,Sim",1-4 ,11,14,7.5
6079,FIFA Soccer 09,PlayStation3,2008-10-13,87,7.5,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 20 ,42,115,7.097777777777779
6080,Art Style: CUBELLO,Wii,2008-10-13,73,7.6,Nintendo,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player,11,9,7.885714285714285
6081,FIFA Soccer 09,PlayStation2,2008-10-13,82,7.0,EACanada,"Sports,Traditional,Soccer,Sim",No info,8,27,7.095652173913044
6083,FIFA Soccer 09,Xbox360,2008-10-13,87,7.9,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",24  Online,51,112,7.1127659574468085
6086,FIFA Soccer 09,PSP,2008-10-13,84,7.3,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,8,26,7.116666666666667
6089,FIFA Soccer 09,PC,2008-10-14,77,6.8,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,15,55,7.110204081632654
6096,Sam & Max: Season One,Wii,2008-10-15,74,8.1,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,3D,Compilation,Point-and-Click,Third-Person",1 Player,34,17,7.2789473684210515
6111,Wii Music,Wii,2008-10-20,63,4.8,Nintendo,"Action,Miscellaneous,Rhythm,Music,Music",1-4 ,43,136,7.700000000000001
6115,Far Cry 2,Xbox360,2008-10-21,85,6.7,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,75,336,6.882142857142857
6125,Far Cry 2,PC,2008-10-21,85,6.0,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,34,1725,6.8517241379310345
6126,Far Cry 2,PlayStation3,2008-10-21,85,6.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,49,300,6.843333333333333
6131,Castlevania: Order of Ecclesia,DS,2008-10-21,85,8.5,Konami,"Action,Role-Playing,Platformer,Platformer,Action RPG,2D,2D",No Online Multiplayer,46,151,7.688461538461539
6135,Celebrity Sports Showdown,Wii,2008-10-23,50,5.0,EACanada,"Sports,General,General",1-4 ,12,20,7.0680000000000005
6142,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Wii,2008-10-27,79,7.4,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,11,5,7.2631578947368425
6143,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,PC,2008-10-27,79,6.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,18,10,7.2299999999999995
6160,FIFA Soccer 09 All-Play,Wii,2008-10-28,80,8.3,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,18,23,7.092156862745098
6197,Naruto: The Broken Bond,Xbox360,2008-11-08,80,8.0,UbisoftMontreal,"Action Adventure,Adventure,3D,Open-World,First-Person,Fantasy,Fantasy",2  Online,34,58,6.837931034482758
6210,Pro Evolution Soccer 2009,Xbox360,2008-11-11,74,6.8,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",4  Online,33,77,7.655555555555556
6214,Pro Evolution Soccer 2009,PSP,2008-11-11,75,7.6,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,14,8,7.653571428571429
6219,FaceBreaker K.O. Party,Wii,2008-11-11,61,6.1,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",No info,15,8,7.006382978723405
6224,Pro Evolution Soccer 2009,PC,2008-11-12,79,7.5,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,12,54,7.707142857142857
6228,Shaun White Snowboarding,Xbox360,2008-11-16,60,7.6,UbisoftMontreal,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",16  Online,48,26,6.863333333333333
6229,Shaun White Snowboarding,PlayStation3,2008-11-16,63,6.3,UbisoftMontreal,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",Up to 16 ,30,27,6.84516129032258
6231,Animal Crossing: City Folk,Wii,2008-11-16,73,7.9,Nintendo,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",Up to 4 ,50,158,7.713333333333334
6233,Shaun White Snowboarding: Road Trip,Wii,2008-11-16,78,8.7,Ubisoft,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",No Online Multiplayer,28,23,6.8
6235,NCAA Basketball 09,Xbox360,2008-11-17,70,5.6,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,23,8,6.943478260869566
6239,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,PC,2008-11-17,81,7.8,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,18,14,7.257142857142857
6240,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,Wii,2008-11-17,81,8.0,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,14,6,7.290909090909091
6279,The Last Remnant,Xbox360,2008-11-20,66,6.8,SquareEnix,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,49,132,7.657142857142857
6290,Shaun White Snowboarding,PC,2008-12-02,60,5.3,Ubisoft,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",No info,8,23,6.572727272727272
6291,Prince of Persia: The Fallen King,DS,2008-12-02,64,6.1,Ubisoft,"Action Adventure,Fantasy,General,Fantasy",1 Player,24,12,6.533333333333332
6295,Prince of Persia,Xbox360,2008-12-02,81,7.1,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",1 Player,73,223,6.809677419354839
6296,Prince of Persia,PlayStation3,2008-12-02,85,7.4,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",1 Player,59,316,6.828125
6313,Prince of Persia,PC,2008-12-09,82,7.3,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",1 Player,25,482,6.84375
6316,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Wii,2008-12-15,83,7.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,14,10,7.304347826086956
6317,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,PC,2008-12-15,82,7.3,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,18,27,7.304166666666667
6330,Elebits: The Adventures of Kai and Zero,DS,2009-01-06,75,8.3,Konami,"Adventure,3D,Fantasy,Third-Person,Fantasy",1-4 ,15,4,7.667999999999999
6366,3 on 3 NHL Arcade,PlayStation3,2009-02-05,66,7.1,EACanada,"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade",6  Online,20,23,6.863636363636363
6385,3 on 3 NHL Arcade,Xbox360,2009-02-11,64,7.1,EACanada,"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade",6  Online,21,28,6.86888888888889
6390,Street Fighter IV,PlayStation3,2009-02-17,94,7.4,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2  Online,61,400,8.194736842105264
6394,Street Fighter IV,Xbox360,2009-02-17,93,7.3,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2  Online,77,325,8.15
6436,Prince of Persia: Epilogue,Xbox360,2009-03-05,67,6.4,UbisoftMontreal,"Action,Action Adventure,Platformer,General,Fantasy,3D",1 Player,12,10,6.851612903225806
6438,New Play Control! Pikmin,Wii,2009-03-09,77,8.6,Nintendo,"Strategy,Real-Time,Fantasy,General,Fantasy",No Online Multiplayer,36,51,7.641666666666666
6455,Resident Evil 5,Xbox360,2009-03-13,83,7.5,Capcom,"Action Adventure,Horror,Horror,Survival",Up to 4 ,91,673,8.119047619047619
6456,Resident Evil 5,PlayStation3,2009-03-13,84,7.4,Capcom,"Action Adventure,Horror,Horror,Survival",2  Online,76,892,8.086363636363636
6466,Pro Evolution Soccer 2009,Wii,2009-03-17,84,7.8,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,22,26,7.608333333333333
6469,Suikoden Tierkreis,DS,2009-03-17,76,7.8,Konami,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",1-2 ,24,58,7.6160000000000005
6482,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",PC,2009-03-23,76,7.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,35,15,7.3
6484,The Last Remnant,PC,2009-03-24,66,8.2,SquareEnix,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,23,261,7.725
6487,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009-03-24,64,6.2,SquareEnix,"Role-Playing,General,Action RPG",Up to 4 ,29,10,7.555555555555555
6502,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009-03-24,75,7.5,SquareEnix,"Role-Playing,Action RPG,Action RPG",No info,37,26,7.55
6522,Bird & Beans,DS,2009-04-05,71,7.6,Nintendo,"Action,General,General,Arcade",1 Player,7,5,7.638461538461538
6523,Rhythm Heaven,DS,2009-04-05,83,8.3,Nintendo,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,48,89,7.685714285714285
6575,New Play Control! Donkey Kong Jungle Beat,Wii,2009-05-04,78,8.6,Nintendo,"Action,Platformer,Platformer,2D,2D",1 Player,27,31,7.746666666666666
6581,"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",PC,2009-05-05,72,7.7,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,19,10,7.328571428571427
6606,Art Style: PiCTOBiTS,DS,2009-05-18,83,7.6,Nintendo,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",1 Player,9,12,7.7375
6609,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009-05-19,73,7.7,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",Up to 4 ,8,14,7.6160000000000005
6612,EA Sports Active,Wii,2009-05-19,81,8.2,EACanada,"Sports,Miscellaneous,General,Exercise / Fitness",No info,27,41,6.85
6631,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",Xbox360,2009-05-27,73,7.9,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,19,7,7.354545454545454
6650,Grand Slam Tennis,Wii,2009-06-08,78,7.4,EACanada,"Sports,Traditional,Individual,Tennis,Tennis",No Online Multiplayer,59,63,6.862790697674418
6651,Mario vs. Donkey Kong: Minis March Again!,DS,2009-06-08,82,8.0,Nintendo,"Action,Platformer,Platformer,2D,2D",1 Player,12,27,7.752941176470587
6674,"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",PC,2009-06-15,75,7.5,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,18,10,7.36086956521739
6688,Sam & Max: Save the World,Xbox360,2009-06-17,74,7.6,TelltaleGames,"Miscellaneous,Adventure,General,3D,Compilation,Point-and-Click,Third-Person",1 Player,24,12,7.370833333333333
6691,Monster Hunter Freedom Unite,PSP,2009-06-22,81,8.5,Capcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,48,172,8.08095238095238
6693,Fight Night Round 4,Xbox360,2009-06-23,87,8.1,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",2  Online,76,92,6.890909090909091
6711,Resident Evil Archives: Resident Evil,Wii,2009-06-23,76,8.7,Capcom,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,11,66,8.109090909090908
6712,Fight Night Round 4,PlayStation3,2009-06-23,88,7.6,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",2 ,46,100,6.906666666666667
6724,Mega Man Star Force 3: Black Ace,DS,2009-06-30,58,8.6,Capcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,7,78,8.172727272727274
6735,Mega Man Star Force 3: Red Joker,DS,2009-06-30,59,8.6,Capcom,"Role-Playing,Action RPG,Action RPG",1-2 ,8,56,8.191304347826087
6737,Street Fighter IV,PC,2009-07-01,91,7.8,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2  Online,23,427,8.174999999999999
6747,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,PC,2009-07-07,79,7.8,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",No info,54,80,7.388
6762,Final Fantasy Crystal Chronicles: My Life as a Darklord,Wii,2009-07-20,73,7.2,SquareEnix,"Strategy,Real-Time,Fantasy,General,Fantasy",1 Player,14,11,7.530000000000001
6772,Wii Sports Resort,Wii,2009-07-26,80,8.2,Nintendo,"Sports,General,General,Individual,Athletics",1-4 ,73,299,7.823529411764706
6773,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Wii,2009-07-27,79,8.5,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",1 Player,13,11,7.43076923076923
6781,"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,2009-07-30,72,7.2,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,17,10,7.422222222222222
6801,Flipnote Studio,DS,2009-08-12,93,7.5,Nintendo,"Miscellaneous,General,Application",No info,7,65,7.805555555555555
6817,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,PC,2009-08-20,77,7.5,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,36,43,7.424999999999999
6827,Dissidia: Final Fantasy,PSP,2009-08-25,79,8.2,SquareEnix,"Action,Fighting,Fighting,3D,3D",2 ,61,295,7.590909090909091
6836,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Wii,2009-08-31,79,7.7,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",1 Player,10,6,7.43448275862069
6855,DiRT 2,PlayStation3,2009-09-08,87,8.2,Codemasters,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",Up to 8 ,63,109,7.8999999999999995
6857,DiRT 2,Xbox360,2009-09-08,87,8.2,Codemasters,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",Up to 8 ,65,122,7.942857142857142
6860,DiRT 2,Wii,2009-09-08,51,5.4,Codemasters,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No Online Multiplayer,10,23,7.625
6874,NHL 10,Xbox360,2009-09-15,88,8.3,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,52,73,6.9523809523809526
6885,Resident Evil 5,PC,2009-09-15,86,7.2,Capcom,"Action Adventure,Horror,Horror,Survival",Up to 4 ,30,961,8.057142857142857
6890,NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,35,44,6.979069767441861
6916,DRiiFT Mania,Wii,2009-09-28,71,8.0,Konami,"Driving,Racing,Arcade,Arcade,Automobile",8  Online,7,5,7.68695652173913
6925,Tales of Monkey Island Chapter 3: Lair of the Leviathan,PC,2009-09-29,82,7.7,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,33,35,7.55
6940,Wii Fit Plus,Wii,2009-10-04,80,7.5,Nintendo,"Sports,Miscellaneous,Alternative,General,Exercise / Fitness,Other",No info,33,68,7.811764705882354
6942,Operation Flashpoint: Dragon Rising,PlayStation3,2009-10-06,76,6.5,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",Up to 8 ,42,57,7.425000000000001
6945,NBA Live 10,PlayStation3,2009-10-06,81,7.5,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 ,32,26,7.051282051282051
6946,NBA Live 10,Xbox360,2009-10-06,80,7.7,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 ,40,40,7.0675
6949,Operation Flashpoint: Dragon Rising,Xbox360,2009-10-06,77,7.5,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",Up to 8 ,47,119,7.433333333333334
6954,Operation Flashpoint: Dragon Rising,PC,2009-10-06,76,5.0,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No Online Multiplayer,29,555,7.19
6986,Sam & Max: Beyond Time and Space,Xbox360,2009-10-14,75,7.8,TelltaleGames,"Miscellaneous,Adventure,General,3D,Compilation,Point-and-Click,Third-Person",No info,23,10,7.558620689655173
6995,FIFA Soccer 10,Wii,2009-10-20,75,6.1,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,21,19,6.0
7008,FIFA Soccer 10,Xbox360,2009-10-20,90,7.4,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 20 ,63,143,6.466666666666666
7016,FIFA Soccer 10,PlayStation3,2009-10-20,91,7.6,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,56,229,6.75
7020,Pro Evolution Soccer 2010,PC,2009-10-23,78,7.1,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,8,67,7.595238095238095
7023,FIFA Soccer 10,PC,2009-10-26,72,4.7,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,14,82,6.34
7044,CSI: Crime Scene Investigation: Deadly Intent,Xbox360,2009-10-27,51,5.7,TelltaleGames,"Adventure,General,General",No Online Multiplayer,10,14,7.496666666666667
7051,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,PC,2009-10-30,80,7.5,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,28,35,7.496774193548387
7068,Pro Evolution Soccer 2010,PlayStation3,2009-11-03,78,6.8,Konami,"Sports,Traditional,Team,Football,Soccer,Sim,Sim,Sim",No info,42,83,7.5590909090909095
7081,Pro Evolution Soccer 2010,Xbox360,2009-11-03,78,7.6,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,34,32,7.560869565217391
7084,Shaun White Snowboarding: World Stage,Wii,2009-11-08,72,8.7,Ubisoft,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",No info,33,31,6.557142857142857
7088,Pro Evolution Soccer 2010,Wii,2009-11-10,82,8.1,Konami,"Sports,Traditional,Team,Football,Soccer,Sim,Sim,Sim",No info,13,19,7.583333333333333
7091,Pro Evolution Soccer 2010,PSP,2009-11-10,72,5.4,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2 ,9,7,7.496
7097,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009-11-10,36,5.9,Ubisoft,"Action,Beat-'Em-Up,Beat-'Em-Up",No info,8,7,6.475
7108,New Super Mario Bros. Wii,Wii,2009-11-15,87,8.3,Nintendo,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,80,817,7.764705882352941
7115,NCAA Basketball 10,PlayStation3,2009-11-16,75,7.7,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",2 ,17,9,7.084848484848485
7117,Assassin's Creed II,PlayStation3,2009-11-17,91,8.7,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,70,1880,7.083333333333333
